Reserve,Taxon,Family,Scientific Name,Accepted Name,Common Name
Carpinteria Salt Marsh Reserve,bird,Anatidae,Aix sponsa,,Wood Duck
Carpinteria Salt Marsh Reserve,bird,Anatidae,Anas acuta,,Pintail
Carpinteria Salt Marsh Reserve,bird,Anatidae,Anas americana,,American Wigeon 
Carpinteria Salt Marsh Reserve,bird,Anatidae,Anas clypeata,,Northern Shoveler
Carpinteria Salt Marsh Reserve,bird,Anatidae,Anas crecca,,Green-winged Teal
Carpinteria Salt Marsh Reserve,bird,Anatidae,Anas cyanoptera,,Cinnamon Teal
Carpinteria Salt Marsh Reserve,bird,Anatidae,Anas discors,,Blue-winged Teal 
Carpinteria Salt Marsh Reserve,bird,Anatidae,Anas marila,,Greater Scaup
Carpinteria Salt Marsh Reserve,bird,Anatidae,Anas penelope,,Eurasian Wigeon 
Carpinteria Salt Marsh Reserve,bird,Anatidae,Anas platyrhynchos,,Mallard
Carpinteria Salt Marsh Reserve,bird,Anatidae,Anas strepera,,Gadwall
Carpinteria Salt Marsh Reserve,bird,Anatidae,Anser albifrons,,Greater White-fronted Goose 
Carpinteria Salt Marsh Reserve,bird,Motacillidae,Anthus americana,,American Pipit
Carpinteria Salt Marsh Reserve,bird,Corvidae,Aphelocoma coerulescens,,Western Scrub-Jay 
Carpinteria Salt Marsh Reserve,bird,Ardeidae,Ardea lentiginosus,,Great Blue Heron 
Carpinteria Salt Marsh Reserve,bird,Scolopacidae,Arenaria interpres,,Ruddy Turnstone 
Carpinteria Salt Marsh Reserve,bird,Scolopacidae,Arenaria melanocephala,,Black Turnstone 
Carpinteria Salt Marsh Reserve,bird,Strigidae,Asio flammeus,,Short-eared Owl
Carpinteria Salt Marsh Reserve,bird,Bombycillidae,Bombycilla cedrorum,,Cedar Waxwing 
Carpinteria Salt Marsh Reserve,bird,Ardeidae,Botaurus lentiginosus,,American Bittern 
Carpinteria Salt Marsh Reserve,bird,Anatidae,Branta bernicla,,Brant
Carpinteria Salt Marsh Reserve,bird,Anatidae,Branta canadensis,,Canada Goose 
Carpinteria Salt Marsh Reserve,bird,Strigidae,Bubo virginianus,,Great Horned Owl
Carpinteria Salt Marsh Reserve,bird,Ardeidae,Bubulcus tricolor,,Cattle Egret
Carpinteria Salt Marsh Reserve,bird,Anatidae,Bucephala albeola,,Bufflehead
Carpinteria Salt Marsh Reserve,bird,Anatidae,Bucephala clangula,,Common Goldeneye 
Carpinteria Salt Marsh Reserve,bird,Accipitridae,Buteo jamaicensis,,Red-tailed Hawk
Carpinteria Salt Marsh Reserve,bird,Accipitridae,Buteo lineatus,,Red-shouldered Hawk
Carpinteria Salt Marsh Reserve,bird,Ardeidae,Butorides ibis,,Green Heron
Carpinteria Salt Marsh Reserve,bird,Emberizidae,Calamospiza melanocorys,,Lark Bunting
Carpinteria Salt Marsh Reserve,bird,Scolopacidae,Calidris alba,,Sanderling 
Carpinteria Salt Marsh Reserve,bird,Scolopacidae,Calidris alpina,,Dunlin
Carpinteria Salt Marsh Reserve,bird,Scolopacidae,Calidris canutus,,Red Knot
Carpinteria Salt Marsh Reserve,bird,Scolopacidae,Calidris himantopus,,Stilt Sandpiper
Carpinteria Salt Marsh Reserve,bird,Scolopacidae,Calidris mauri,,Western Sandpiper
Carpinteria Salt Marsh Reserve,bird,Scolopacidae,Calidris melanotus,,Pectoral Sandpiper
Carpinteria Salt Marsh Reserve,bird,Scolopacidae,Calidris minutilla,,Least Sandpiper
Carpinteria Salt Marsh Reserve,bird,Scolopacidae,Calidris pusillus,,Semipalmated Sandpiper
Carpinteria Salt Marsh Reserve,bird,Phasianidae,Callipepla californica,,California Quail 
Carpinteria Salt Marsh Reserve,bird,Trochilidae,Calypte anna,,Anna's Hummingbird 
Carpinteria Salt Marsh Reserve,bird,Fringillidae,Carduelis pinus,,Pine Siskin 
Carpinteria Salt Marsh Reserve,bird,Fringillidae,Carduelis psaltria,,Lesser Goldfinch 
Carpinteria Salt Marsh Reserve,bird,Fringillidae,Carduelis tristis,,American Goldfinch 
Carpinteria Salt Marsh Reserve,bird,Fringillidae,Carpodacus mexicanus,,House Finch 
Carpinteria Salt Marsh Reserve,bird,Fringillidae,Carpodacus purpureus,,Purple Finch 
Carpinteria Salt Marsh Reserve,bird,Ardeidae,Casmerodias herodias,,Great Egret
Carpinteria Salt Marsh Reserve,bird,Cathartidae,Cathartes aura,,Turkey Vulture 
Carpinteria Salt Marsh Reserve,bird,Muscicapidae,Catharus guttatus,,Hermit Thrush 
Carpinteria Salt Marsh Reserve,bird,Scolopacidae,Catoptrophorus semipalmatus,,Willet
Carpinteria Salt Marsh Reserve,bird,Apodidae,Chaetura vauxi,,Vaux's Swif
Carpinteria Salt Marsh Reserve,bird,Charadriidae,Charadrius alexandrinus,,Snowy Plover
Carpinteria Salt Marsh Reserve,bird,Charadriidae,Charadrius semipalmatus,,Semipalmated Plover
Carpinteria Salt Marsh Reserve,bird,Charadriidae,Charadrius vociferus,,Killdeer
Carpinteria Salt Marsh Reserve,bird,Anatidae,Chen caerulescens,,Snow Goose
Carpinteria Salt Marsh Reserve,bird,Anatidae,Chen rossii,,Ross Goose
Carpinteria Salt Marsh Reserve,bird,Laridae,Chlidonias niger,,Black Tern
Carpinteria Salt Marsh Reserve,bird,Caprimulgidae,Chordeiles acutipennis,,Lesser Nighthawk
Carpinteria Salt Marsh Reserve,bird,Accipitridae,Circus cyaneus,,Northern Harrier
Carpinteria Salt Marsh Reserve,bird,Picidae,Colaptes auratus,,Northern Flicker
Carpinteria Salt Marsh Reserve,bird,Columbidae,Columba livia,,Rock Dove
Carpinteria Salt Marsh Reserve,bird,Tyrannidae,Contopus sordidulus,,Western Wood Pewee 
Carpinteria Salt Marsh Reserve,bird,Corvidae,Corvus brachyrhynchos,,American Crow
Carpinteria Salt Marsh Reserve,bird,Corvidae,Corvus corax,,Common Raven 
Carpinteria Salt Marsh Reserve,bird,Anatidae,Cygnus columbianus,,Tundra Swan
Carpinteria Salt Marsh Reserve,bird,Anatidae,Dendrocygna bicolor,,Fulvous Whistling-Duck
Carpinteria Salt Marsh Reserve,bird,Emberizidae,Dendroica coronata,,Yellow rumped Warbler
Carpinteria Salt Marsh Reserve,bird,Emberizidae,Dendroica palmarum,,Palm Warbler
Carpinteria Salt Marsh Reserve,bird,Emberizidae,Dendroica petechia,,Yellow Warbler
Carpinteria Salt Marsh Reserve,bird,Emberizidae,Dendroica townsendi,,Townsend's Warbler
Carpinteria Salt Marsh Reserve,bird,Ardeidae,Egretta albus,,Snowy Egret
Carpinteria Salt Marsh Reserve,bird,Ardeidae,Egretta caerulea,,Tricolored Heron 
Carpinteria Salt Marsh Reserve,bird,Ardeidae,Egretta thula,,Little Blue Heron 
Carpinteria Salt Marsh Reserve,bird,Accipitridae,Elanus leucurus,,White-tailed Kite 
Carpinteria Salt Marsh Reserve,bird,Tyrannidae,Empidonax difficilis,,Pacific-slope Flycatcher
Carpinteria Salt Marsh Reserve,bird,Tyrannidae,Empidonax traillii,,Willow Flycatcher
Carpinteria Salt Marsh Reserve,bird,Alaudidae,Eremophila alpestris,,Horned Lark
Carpinteria Salt Marsh Reserve,bird,Emberizidae,Euphagus cyanocephalus,,Brewer's Blackbird 
Carpinteria Salt Marsh Reserve,bird,Falconidae,Falco columbarius,,Merlin 
Carpinteria Salt Marsh Reserve,bird,Falconidae,Falco peregrinus,,Peregrine Falcon 
Carpinteria Salt Marsh Reserve,bird,Falconidae,Falco sparverius,,American Kestrel
Carpinteria Salt Marsh Reserve,bird,Fregatidae,Fregata magnificens,,Magnificant Frigatebird
Carpinteria Salt Marsh Reserve,bird,Rallidae,Fulica americana,,American Coot
Carpinteria Salt Marsh Reserve,bird,Scolopacidae,Gallinago gallinago,,Common Snipe
Carpinteria Salt Marsh Reserve,bird,Rallidae,Gallinula chloropus,,Common Moorhen 
Carpinteria Salt Marsh Reserve,bird,Gaviidae,Gavia pacifica,,Pacific Loon 
Carpinteria Salt Marsh Reserve,bird,Gaviidae,Gavia pacifica,,Common Loon 
Carpinteria Salt Marsh Reserve,bird,Gaviidae,Gavia stellata,,Red-throated Loon 
Carpinteria Salt Marsh Reserve,bird,Emberizidae,Geothylpis trichas,,Common Yellowthroat
Carpinteria Salt Marsh Reserve,bird,Emberizidae,Guiraca caerulea,,Blue Grosbeak
Carpinteria Salt Marsh Reserve,bird,Accipitridae,Haliaeetus leucocephalus,,Bald Eagle
Carpinteria Salt Marsh Reserve,bird,Scolopacidae,Heteroscelus incanus,,Wandering Tattler
Carpinteria Salt Marsh Reserve,bird,Recurvirostridae,Himantopus mexicanus,,Black-necked Stilt
Carpinteria Salt Marsh Reserve,bird,Hirundinidae,Hirundo rustica,,Barn Swallow
Carpinteria Salt Marsh Reserve,bird,Anatidae,Histrionicus histrionicus,,Harlequin Duck
Carpinteria Salt Marsh Reserve,bird,Emberizidae,Icterus bullockii,,Bullock's Oriole 
Carpinteria Salt Marsh Reserve,bird,Emberizidae,Icterus cucullatus,,Hooded Oriole 
Carpinteria Salt Marsh Reserve,bird,Hirundinidae,Iridoprocne bicolor,,Tree Swallow
Carpinteria Salt Marsh Reserve,bird,Emberizidae,Junco hyemalis,,Dark-eyed Junco
Carpinteria Salt Marsh Reserve,bird,Laniidae,Lanius ludovicianus,,Loggerhead Shrike
Carpinteria Salt Marsh Reserve,bird,Laridae,Larus argentatus,,Herring Gull 
Carpinteria Salt Marsh Reserve,bird,Laridae,Larus californicus,,California Gull 
Carpinteria Salt Marsh Reserve,bird,Laridae,Larus canus,,Mew Gull
Carpinteria Salt Marsh Reserve,bird,Laridae,Larus delawarensis,,Ring-billed Gull 
Carpinteria Salt Marsh Reserve,bird,Laridae,Larus glaucescens,,Glaucous-winged Gull 
Carpinteria Salt Marsh Reserve,bird,Laridae,Larus heermanni,,Heermann's Gull 
Carpinteria Salt Marsh Reserve,bird,Laridae,Larus occidentalis,,Western Gull
Carpinteria Salt Marsh Reserve,bird,Laridae,Larus philadelphia,,Bonaparte's Gull 
Carpinteria Salt Marsh Reserve,bird,Scolopacidae,Limnodromus griseus,,Short-billed Dowitcher
Carpinteria Salt Marsh Reserve,bird,Scolopacidae,Limnodromus scolopaceus,,Long-billed Dowitcher
Carpinteria Salt Marsh Reserve,bird,Scolopacidae,Limosa fedoa,,Marbled Godwit
Carpinteria Salt Marsh Reserve,bird,Alcedinidae,Megaceryle alcyon,,Belted Kingfisher
Carpinteria Salt Marsh Reserve,bird,Anatidae,Melanitta fusca,,White-winged Scoter
Carpinteria Salt Marsh Reserve,bird,Anatidae,Melanitta perspicillata,,Surf Scoter
Carpinteria Salt Marsh Reserve,bird,Emberizidae,Melospiza lincolni,,Lincoln's Sparrow
Carpinteria Salt Marsh Reserve,bird,Emberizidae,Melospiza melodia,,Song Sparrow
Carpinteria Salt Marsh Reserve,bird,Anatidae,Mergus merganser,,Common Merganser
Carpinteria Salt Marsh Reserve,bird,Anatidae,Mergus serrator,,Red-breasted Merganser
Carpinteria Salt Marsh Reserve,bird,Mimidae,Mimus polyglottos,,Northern Mockingbird 
Carpinteria Salt Marsh Reserve,bird,Emberizidae,Molothrus ater,,Brown-headed Cowbird 
Carpinteria Salt Marsh Reserve,bird,Ciconiidae,Mycteria americana,,Wood Stork 
Carpinteria Salt Marsh Reserve,bird,Tyrannidae,Myiarchus cinerascens,,Ash-throated Flycatcher
Carpinteria Salt Marsh Reserve,bird,Tyrannidae,Myiarchus tuberculifer,,Dusky-capped Flycatcher
Carpinteria Salt Marsh Reserve,bird,Scolopacidae,Numenius americanus,,Long-billed Curlew
Carpinteria Salt Marsh Reserve,bird,Scolopacidae,Numenius phaeopus,,Whimbrel
Carpinteria Salt Marsh Reserve,bird,Ardeidae,Nycticorax nycticorax,,Black-crowned Night Heron 
Carpinteria Salt Marsh Reserve,bird,Mimidae,Oreoscoptes montanus,,Sage Thrasher
Carpinteria Salt Marsh Reserve,bird,Anatidae,Oxyura jamaicensis,,Ruddy Duck
Carpinteria Salt Marsh Reserve,bird,Accipitridae,Pandion haliaetus,,Osprey
Carpinteria Salt Marsh Reserve,bird,Passeridae,Passer domesticus,,House Sparrow
Carpinteria Salt Marsh Reserve,bird,Emberizidae,Passerculus sandwichensis,,Savannah Sparrow
Carpinteria Salt Marsh Reserve,bird,Emberizidae,Passerella iliaca,,Fox Sparrow
Carpinteria Salt Marsh Reserve,bird,Emberizidae,Passerina amoena,,Lazuli Bunting 
Carpinteria Salt Marsh Reserve,bird,Pelecanidae,Pelecanus occidentalis,,Brown Pelican 
Carpinteria Salt Marsh Reserve,bird,Hirundinidae,Petrochelidon pyrrhonota,,Cliff Swallow
Carpinteria Salt Marsh Reserve,bird,Phalacrocoracidae,Phalacrocorax auritus,,Double-crested Cormorant
Carpinteria Salt Marsh Reserve,bird,Caprimulgidae,Phalaenoptilus nuttallii,,Common Poorwill 
Carpinteria Salt Marsh Reserve,bird,Phalaropodidae,Phalaropus fulicaria,,Red Phalarope 
Carpinteria Salt Marsh Reserve,bird,Phalaropodidae,Phalaropus lobatus,,Northern Phalarope 
Carpinteria Salt Marsh Reserve,bird,Phalaropodidae,Phalaropus tricolor,,Wilson's Phalarope
Carpinteria Salt Marsh Reserve,bird,Emberizidae,Pheucticus melanocephalus,,Black-headed Grosbeak
Carpinteria Salt Marsh Reserve,bird,Picidae,Picoides pubescens,,Downy Woodpecker
Carpinteria Salt Marsh Reserve,bird,Emberizidae,Pipilo crissalis,,California Towhee
Carpinteria Salt Marsh Reserve,bird,Emberizidae,Pipilo maculatus,,Spotted Towhee 
Carpinteria Salt Marsh Reserve,bird,Emberizidae,Piranga ludoviciana,,Western Tanager
Carpinteria Salt Marsh Reserve,bird,Threskiornithidae,Plegadis chihi,,White-faced Ibis
Carpinteria Salt Marsh Reserve,bird,Charadriidae,Pluvialis dominica,,American Golden-Plover
Carpinteria Salt Marsh Reserve,bird,Charadriidae,Pluvialis fulva,,Golden-Plover
Carpinteria Salt Marsh Reserve,bird,Charadriidae,Pluvialis squatarola,,Black-bellied Plover
Carpinteria Salt Marsh Reserve,bird,Podicipedidae,Podiceps auritus,,Horned Grebe 
Carpinteria Salt Marsh Reserve,bird,Podicipedidae,Podiceps grisegena,,Red-necked Grebe 
Carpinteria Salt Marsh Reserve,bird,Podicipedidae,Podiceps nigricollis,,Eared Grebe
Carpinteria Salt Marsh Reserve,bird,Podicipedidae,Podilymbus podiceps,,Pied-billed Grebe
Carpinteria Salt Marsh Reserve,bird,Muscicapidae,Polioptila caerulea,,Blue-gray Gnatcatcher
Carpinteria Salt Marsh Reserve,bird,Rallidae,Porzana carolina,,Sora
Carpinteria Salt Marsh Reserve,bird,Aegithalidae,Psaltriparus minimus,,Common Bushtit
Carpinteria Salt Marsh Reserve,bird,Rallidae,Rallus levipes,,Light-footed Clapper Rail
Carpinteria Salt Marsh Reserve,bird,Rallidae,Rallus limicola,,Virginia Rail 
Carpinteria Salt Marsh Reserve,bird,Recurvirostridae,Recurvirostra americana,,American Avocet
Carpinteria Salt Marsh Reserve,bird,Muscicapidae,Regulus calendula,,Ruby-crowned Kinglet
Carpinteria Salt Marsh Reserve,bird,Laridae,Rhynchops niger,,Black Skimmer
Carpinteria Salt Marsh Reserve,bird,Hirundinidae,Riparia riparia,,Bank Swallow
Carpinteria Salt Marsh Reserve,bird,Tyrannidae,Sayornis nigricans,,Black Phoebe
Carpinteria Salt Marsh Reserve,bird,Tyrannidae,Sayornis saya,,Say's Phoebe
Carpinteria Salt Marsh Reserve,bird,Trochilidae,Selasphorus rufus,,Rufous Hummingbird 
Carpinteria Salt Marsh Reserve,bird,Trochilidae,Selasphorus sasin,,Allen's Hummingbird 
Carpinteria Salt Marsh Reserve,bird,Muscicapidae,Sialia mexicana,,Western Bluebird
Carpinteria Salt Marsh Reserve,bird,Sittidae,Sitta canadensis,,Red-breasted Nuthatch
Carpinteria Salt Marsh Reserve,bird,Sittidae,Sitta carolinensis,,White-breasted Nuthatch 
Carpinteria Salt Marsh Reserve,bird,Strigidae,Speotyto cunicularia,,Burrowing Owl
Carpinteria Salt Marsh Reserve,bird,Picidae,Sphyrapicus ruber,,Red-breasted Sapsucker
Carpinteria Salt Marsh Reserve,bird,Emberizidae,Spizella passerina,,Chipping Sparrow
Carpinteria Salt Marsh Reserve,bird,Hirundinidae,Stelgidopteryx ruficollis,,Rough-winged Swallow
Carpinteria Salt Marsh Reserve,bird,Laridae,Sterna albifrons,,Least Tern
Carpinteria Salt Marsh Reserve,bird,Laridae,Sterna caspia,,Caspian Tern 
Carpinteria Salt Marsh Reserve,bird,Laridae,Sterna elegans,,Elegant Tern 
Carpinteria Salt Marsh Reserve,bird,Laridae,Sterna forsteri,,Forster's Tern 
Carpinteria Salt Marsh Reserve,bird,Laridae,Sterna hirundo,, Common Tern
Carpinteria Salt Marsh Reserve,bird,Laridae,Sterna maximus,,Royal Tern
Carpinteria Salt Marsh Reserve,bird,Emberizidae,Sturnella neglecta,,Western Meadowlark
Carpinteria Salt Marsh Reserve,bird,Sturnidae,Sturnus vulgaris,,European Starling 
Carpinteria Salt Marsh Reserve,bird,Hirundinidae,Tachycineta thallassina,,Violet-green Swallow
Carpinteria Salt Marsh Reserve,bird,Troglodytidae,Telmatodytes palustris,,Marsh Wren
Carpinteria Salt Marsh Reserve,bird,Troglodytidae,Thryomanes bewickii,,Bewick's Wren
Carpinteria Salt Marsh Reserve,bird,Scolopacidae,Tringa flavipes,,Lesser Yellowlegs
Carpinteria Salt Marsh Reserve,bird,Scolopacidae,Tringa melanoleuca,,Greater Yellowlegs
Carpinteria Salt Marsh Reserve,bird,Troglodytidae,Troglodytes aedon,,House Wren
Carpinteria Salt Marsh Reserve,bird,Muscicapidae,Turdus migratorius,,American Robin 
Carpinteria Salt Marsh Reserve,bird,Tyrannidae,Tyrannus melancholicus,,Tropical Kingbird
Carpinteria Salt Marsh Reserve,bird,Tyrannidae,Tyrannus tyrannus,,Eastern Kingbird
Carpinteria Salt Marsh Reserve,bird,Tyrannidae,Tyrannus verticalis,,Western Kingbird 
Carpinteria Salt Marsh Reserve,bird,Tyrannidae,Tyrannus vociferans,,Cassin's Kingbird 
Carpinteria Salt Marsh Reserve,bird,Tytonidae,Tyto alba,,Common Barn-Owl 
Carpinteria Salt Marsh Reserve,bird,Emberizidae,Vermivora celata,,Orange-crowned Warbler
Carpinteria Salt Marsh Reserve,bird,Emberizidae,Vermivora ruficapilla,,Nashville Warbler
Carpinteria Salt Marsh Reserve,bird,Vireonidae,Vireo gilvus,,Warbling Vireo
Carpinteria Salt Marsh Reserve,bird,Emberizidae,Wilsonia pusilla,,Wilson's Warbler
Carpinteria Salt Marsh Reserve,bird,Columbidae,Zenaida macroura,,Mourning Dove 
Carpinteria Salt Marsh Reserve,bird,Emberizidae,Zonotrichia atricapilla,,Golden-crowned Sparrow
Carpinteria Salt Marsh Reserve,bird,Emberizidae,Zonotrichia leucophrys,,White-crowned Sparrow
Coal Oil Point Reserve,bird,,Accipiter cooperii,,Cooper's Hawk
Coal Oil Point Reserve,bird,,Accipiter striatus,,Sharp-shinned Hawk
Coal Oil Point Reserve,bird,,Actitis macularia,,Spotted Sandpiper
Coal Oil Point Reserve,bird,,Aechmophorus clarkii,,Clark's Grebe 
Coal Oil Point Reserve,bird,,Aechmophorus occidentalis,,Western Grebe
Coal Oil Point Reserve,bird,,Aeronautes saxatalis,,White-throated Swift
Coal Oil Point Reserve,bird,,Agelaius phoeniceus,,Red-winged Blackbird
Coal Oil Point Reserve,bird,,Agelaius tricolor ,,Tricolored Blackbird
Coal Oil Point Reserve,bird,,Aix sponsa,,Wood Duck
Coal Oil Point Reserve,bird,,Ammodramus savannarum ,,Grasshopper Sparrow
Coal Oil Point Reserve,bird,,Anas acuta,,Pintail
Coal Oil Point Reserve,bird,,Anas americana,,American Wigeon 
Coal Oil Point Reserve,bird,,Anas clypeata,,Northern Shoveler
Coal Oil Point Reserve,bird,,Anas crecca,,Green-winged Teal
Coal Oil Point Reserve,bird,,Anas cyanoptera,,Cinnamon Teal
Coal Oil Point Reserve,bird,,Anas discors,,Blue-winged Teal 
Coal Oil Point Reserve,bird,,Anas marila,,Greater Scaup
Coal Oil Point Reserve,bird,,Anas penelope,,Eurasian Wigeon 
Coal Oil Point Reserve,bird,,Anas platyrhynchos,,Mallard
Coal Oil Point Reserve,bird,,Anas strepera,,Gadwall
Coal Oil Point Reserve,bird,,Anser albifrons,,Greater White-fronted Goose 
Coal Oil Point Reserve,bird,,Anthus americana,,American Pipit
Coal Oil Point Reserve,bird,,Anthus cervinus ,,Red-throated Pipit
Coal Oil Point Reserve,bird,,Aphelocoma coerulescens,,Western Scrub-Jay 
Coal Oil Point Reserve,bird,,Aphriza virgata ,,Surfbird 
Coal Oil Point Reserve,bird,,Aquila chrysaetos,,Golden Eagle
Coal Oil Point Reserve,bird,,Archilochus alexandri,,Black-chinned Hummingbird
Coal Oil Point Reserve,bird,,Ardea lentiginosus,,Great Blue Heron 
Coal Oil Point Reserve,bird,,Arenaria interpres,,Ruddy Turnstone 
Coal Oil Point Reserve,bird,,Arenaria melanocephala,,Black Turnstone 
Coal Oil Point Reserve,bird,,Asio flammeus,,Short-eared Owl
Coal Oil Point Reserve,bird,,Asio otus,,Long-eared Owl
Coal Oil Point Reserve,bird,,Athene cunicularia,,Burrowing Owl
Coal Oil Point Reserve,bird,,Aythya affinis,,Lesser Scaup
Coal Oil Point Reserve,bird,,Aythya americana,,Redhead
Coal Oil Point Reserve,bird,,Aythya collaris,,Ring-necked Duck
Coal Oil Point Reserve,bird,,Aythya valisineria ,,Canvasback
Coal Oil Point Reserve,bird,,Baeolophus inornatus,,Oak Titmouse
Coal Oil Point Reserve,bird,,Baeolophus inornatus,,Oak Titmouse
Coal Oil Point Reserve,bird,,Bombycilla cedrorum,,Cedar Waxwing 
Coal Oil Point Reserve,bird,,Botaurus lentiginosus,,American Bittern
Coal Oil Point Reserve,bird,,Branta bernicla,,Brant
Coal Oil Point Reserve,bird,,Branta canadensis,,Canada Goose 
Coal Oil Point Reserve,bird,,Bubo virginianus,,Great Horned Owl
Coal Oil Point Reserve,bird,,Bubulcus tricolor,,Cattle Egret
Coal Oil Point Reserve,bird,,Bucephala albeola,,Bufflehead
Coal Oil Point Reserve,bird,,Buteo jamaicensis,,Red-tailed Hawk
Coal Oil Point Reserve,bird,,Buteo lagopus ,,Rough-legged Hawk
Coal Oil Point Reserve,bird,,Buteo lineatus,,Red-shouldered Hawk
Coal Oil Point Reserve,bird,,Butorides ibis,,Green Heron
Coal Oil Point Reserve,bird,,Calamospiza melanocorys,,Lark Bunting
Coal Oil Point Reserve,bird,,Calidris   acuminata ,,Sharp-tailed Sandpiper
Coal Oil Point Reserve,bird,,Calidris alba,,Sanderling 
Coal Oil Point Reserve,bird,,Calidris alpina,,Dunlin
Coal Oil Point Reserve,bird,,Calidris bairdii ,,Baird's Sandpiper
Coal Oil Point Reserve,bird,,Calidris canutus,,Red Knot
Coal Oil Point Reserve,bird,,Calidris himantopus,,Stilt Sandpiper
Coal Oil Point Reserve,bird,,Calidris mauri,,Western Sandpiper
Coal Oil Point Reserve,bird,,Calidris melanotus,,Pectoral Sandpiper
Coal Oil Point Reserve,bird,,Calidris minutilla,,Least Sandpiper
Coal Oil Point Reserve,bird,,Calidris pusillus,,Semipalmated Sandpiper
Coal Oil Point Reserve,bird,,Callipepla californicus,,California Quail
Coal Oil Point Reserve,bird,,Callipepla californicus,,California Quail
Coal Oil Point Reserve,bird,,Calypte anna,,Anna's Hummingbird
Coal Oil Point Reserve,bird,,Calypte costae,,Costa's Hummingbird
Coal Oil Point Reserve,bird,,Carduelis lawrencei,,Lawrence's Goldfinch
Coal Oil Point Reserve,bird,,Carduelis pinus,,Pine Siskin
Coal Oil Point Reserve,bird,,Carduelis psaltria,,Lesser Goldfinch
Coal Oil Point Reserve,bird,,Carduelis tristis,,American Goldfinch
Coal Oil Point Reserve,bird,,Carpodacus mexicanus,,House Finch
Coal Oil Point Reserve,bird,,Carpodacus purpureus,,Purple Finch
Coal Oil Point Reserve,bird,,Casmerodias herodias,,Great Egret
Coal Oil Point Reserve,bird,,Cathartes aura,,Turkey Vulture 
Coal Oil Point Reserve,bird,,Catharus guttatus,,Hermit Thrush
Coal Oil Point Reserve,bird,,Catharus ustulatus,,Swainson's Thrush
Coal Oil Point Reserve,bird,,Catoptrophorus semipalmatus,,Willet
Coal Oil Point Reserve,bird,,Certhia americana,,Brown Creeper
Coal Oil Point Reserve,bird,,Chaetura vauxi,,Vaux's Swift
Coal Oil Point Reserve,bird,,Chamaea fasciata,,Wrentit
Coal Oil Point Reserve,bird,,Charadrius alexandrinus,,Snowy Plover
Coal Oil Point Reserve,bird,,Charadrius melodus ,,Piping Plover
Coal Oil Point Reserve,bird,,Charadrius montanus ,,Mountain Plover
Coal Oil Point Reserve,bird,,Charadrius semipalmatus,,Semipalmated Plover
Coal Oil Point Reserve,bird,,Charadrius vociferus,,Killdeer
Coal Oil Point Reserve,bird,,Chlidonias niger,,Black Tern
Coal Oil Point Reserve,bird,,Chondestes grammacus,,Lark Sparrow
Coal Oil Point Reserve,bird,,Chordeiles acutipennis,,Lesser Nighthawk
Coal Oil Point Reserve,bird,,Chroicocephalus ridibundus ,,Black-headed Gull
Coal Oil Point Reserve,bird,,Circus cyaneus,,Northern Harrier
Coal Oil Point Reserve,bird,,Coccothraustes vespertinus,,Evening Grosbeak
Coal Oil Point Reserve,bird,,Colaptes auratus,,Northern Flicker
Coal Oil Point Reserve,bird,,Columba fasciata,,Band-tailed Pigeon
Coal Oil Point Reserve,bird,,Columba livia,,Rock Dove
Coal Oil Point Reserve,bird,,Columba livia,,Rock Dove
Coal Oil Point Reserve,bird,,Contopus cooperi,,Olive-sided Flycatcher
Coal Oil Point Reserve,bird,,Contopus sordidulus,,Western Wood Pewee 
Coal Oil Point Reserve,bird,,Corvus brachyrhynchos,,American Crow
Coal Oil Point Reserve,bird,,Cygnus columbianus,,Tundra Swan
Coal Oil Point Reserve,bird,,Cynanthus latirostris,,Broad-billed Hummingbird
Coal Oil Point Reserve,bird,,Cypseloides niger,,American Black Swift
Coal Oil Point Reserve,bird,,Dendrocygna bicolor,,Fulvous Whistling-Duck
Coal Oil Point Reserve,bird,,Dendroica coronata,,Yellow-rumped Warbler
Coal Oil Point Reserve,bird,,Dendroica nigrescens,,Black-throated Gray Warbler
Coal Oil Point Reserve,bird,,Dendroica occidentalis,,Hermit Warbler
Coal Oil Point Reserve,bird,,Dendroica palmarum,,Palm Warbler
Coal Oil Point Reserve,bird,,Dendroica petechia,,Yellow Warbler
Coal Oil Point Reserve,bird,,Dendroica townsendi,,Townsend's Warbler
Coal Oil Point Reserve,bird,,Dolichonyx oryzivorus ,,Bobolink
Coal Oil Point Reserve,bird,,Egretta albus,,Snowy Egret
Coal Oil Point Reserve,bird,,Egretta caerulea,,Tricolored Heron 
Coal Oil Point Reserve,bird,,Egretta thula,,Little Blue Heron 
Coal Oil Point Reserve,bird,,Elanus axillaris ,,Black-shouldered Kite
Coal Oil Point Reserve,bird,,Empidonax difficilis,,Pacific-slope Flycatcher
Coal Oil Point Reserve,bird,,Empidonax hammondii,,Hammond's Flycatcher
Coal Oil Point Reserve,bird,,Empidonax minimus ,,Least Flycatcher
Coal Oil Point Reserve,bird,,Empidonax traillii,,Willow Flycatcher
Coal Oil Point Reserve,bird,,Empidonax wrightii,,Gray Flycatcher
Coal Oil Point Reserve,bird,,Eremophila alpestris,,Horned Lark
Coal Oil Point Reserve,bird,,Euphagus cyanocephalus,,Brewer's Blackbird
Coal Oil Point Reserve,bird,,Falco columbarius,,Merlin 
Coal Oil Point Reserve,bird,,Falco mexicanus,,Prairie Falcon
