Reserve,Taxon,Family,Scientific Name,Accepted Name,Common Name
Angelo Coast Range Reserve,Insect,Carabidae,Omus californicus,,
Angelo Coast Range Reserve,Insect,Scarabaeidae,Onthophagus taurus ,,
Angelo Coast Range Reserve,Insect,Noctuidae,Orthosia pacifica ,,
Angelo Coast Range Reserve,Insect,Noctuidae,Orthosia pulchella,,
Angelo Coast Range Reserve,Insect,Papilionidae,Papilio eurymedon,,Pale Swallowtail 
Angelo Coast Range Reserve,Insect,Papilionidae,Papilio rutulus,,Western Tiger Swallowtail 
Angelo Coast Range Reserve,Insect,Papilionidae,Papilio zelicaon,,Anise Swallowtail 
Angelo Coast Range Reserve,Insect,Noctuidae,Parabagrotis formalis ,,
Angelo Coast Range Reserve,Insect,Noctuidae,Perigonica pectinata,,
Angelo Coast Range Reserve,Insect,Geometridae,Perizoma costiguttata,,
Angelo Coast Range Reserve,Insect,Geometridae,Pherne subpunctata,,
Angelo Coast Range Reserve,Insect,Cynipidae,Phylloteras cupella,,Urn Gall Wasp 
Angelo Coast Range Reserve,Insect,Meloidae,Platycerus oregonensis ,,
Angelo Coast Range Reserve,Insect,Carabidae,Platynus brunneomarginatus,,
Angelo Coast Range Reserve,Insect,Lycaenidae,Plebejus saepiolus,,Greenish Blue 
Angelo Coast Range Reserve,Insect,Formicidae,Pogonomyrmex subdentatus,,Ant
Angelo Coast Range Reserve,Insect,Choreutidae,Prochoreutis sororculella ,,
Angelo Coast Range Reserve,Insect,Carabidae,Promecognathus laevissimus,,
Angelo Coast Range Reserve,Insect,Carabidae,Pterostichus sp. A,,
Angelo Coast Range Reserve,Insect,Carabidae,Pterostichus sp. B,,
Angelo Coast Range Reserve,Insect,Geometridae,Sabulodes aegrotata,,
Angelo Coast Range Reserve,Insect,Lycaenidae,Satyrium saepium,,Hedgerow Hairstreak
Angelo Coast Range Reserve,Insect,Carabidae,Scaphinotus cristatus,,
Angelo Coast Range Reserve,Insect,Coleoptera,Scaphinotus interruptus ,,
Angelo Coast Range Reserve,Insect,Carabidae,Scaphinotus longiceps,,
Angelo Coast Range Reserve,Insect,Carabidae,Schizogenius sp.,,
Angelo Coast Range Reserve,Insect,Geometridae,Semiothisa unipunctaria ,,
Angelo Coast Range Reserve,Insect,Mordellidae,Sinodendron rugosum ,,
Angelo Coast Range Reserve,Insect,Sphingidae,Sphinx chersis,,Sphinx moth
Angelo Coast Range Reserve,Insect,Sphingidae,Sphinx perelegans ,,Elegant Sphinx Moth
Angelo Coast Range Reserve,Insect,Arctiidae,Spilosoma vestalis ,,Vestal Tiger Moth
Angelo Coast Range Reserve,Insect,Cosmopterigidae,Stagmatophora iridella ,,
Angelo Coast Range Reserve,Insect,Carabidae,Stenolophus sp. A,,
Angelo Coast Range Reserve,Insect,Carabidae,Stenolophus sp. B,,
Angelo Coast Range Reserve,Insect,Nepticulidae,Stigmella variella,,
Angelo Coast Range Reserve,Insect,Geometridae,Synaxis cervinaria ,,
Angelo Coast Range Reserve,Insect,Formicidae,Tapinoma sessile ,,Ant
Angelo Coast Range Reserve,Insect,Gelechiidae,Telphusa sedulitella ,,
Angelo Coast Range Reserve,Insect,Carabidae,Trechus sp. ,,
Angelo Coast Range Reserve,Insect,Cynipidae,Trichoteras coquilletti,,Little Oak Apple Gall Wasp
Angelo Coast Range Reserve,Insect,Cynipidae,Undescribed sp. A,,Club Vein Gall Wasp 
Angelo Coast Range Reserve,Insect,Carabidae,Undetermined sp. A,,
Angelo Coast Range Reserve,Insect,Pyralidae,Vitula edmandsii,,
Angelo Coast Range Reserve,Insect,Carabidae,Zacotus matthewsii ,,
Angelo Coast Range Reserve,Insect,Elmidae,Zaitzevia parvula,,Aquatic beetle?
Angelo Coast Range Reserve,Insect,Noctuidae,Zale sp. ,,
Angelo Coast Range Reserve,Insect,Phengodidae,Zarhipis integripennis ,,
Angelo Coast Range Reserve,Mammal,,Antrozous pallidus,,Pallid bat
Angelo Coast Range Reserve,Mammal,,Aplodontia rufa,,Mountain beaver
Angelo Coast Range Reserve,Mammal,,Bassariscus astutus,,Ringtail
Angelo Coast Range Reserve,Mammal,,Canis latrans,,Coyote
Angelo Coast Range Reserve,Mammal,,Clethrionomys occidentalis,,Western red-backed mouse
Angelo Coast Range Reserve,Mammal,,Corynorhinus townsendi,,Western big-eared bat
Angelo Coast Range Reserve,Mammal,,Didelphis marsupialis,,Opossum
Angelo Coast Range Reserve,Mammal,,Dipodomys heermanni,,Heerman kangaroo rat
Angelo Coast Range Reserve,Mammal,,E. townsendii,,Townsend chipmunk
Angelo Coast Range Reserve,Mammal,,Eptesicus fuscus,,Big brown bat
Angelo Coast Range Reserve,Mammal,,Erethizon dorsatum,,Porcupine
Angelo Coast Range Reserve,Mammal,,Eutamias sonomae,,Sonoma chipmunk
Angelo Coast Range Reserve,Mammal,,Felis concolor,,Mountain lion
Angelo Coast Range Reserve,Mammal,,Glaucomys sabrinus,,Northern flying squirrel
Angelo Coast Range Reserve,Mammal,,L. cinereus,,Hoary bat
Angelo Coast Range Reserve,Mammal,,Lasionycteris noctivagans,,Silver-haired bat
Angelo Coast Range Reserve,Mammal,,Lasiurus blossevilliis,,Western red bat
Angelo Coast Range Reserve,Mammal,,Lepus californicus,,Black-tailed jackrabbit
Angelo Coast Range Reserve,Mammal,,Lutra canadensis,,River otter
Angelo Coast Range Reserve,Mammal,,Lynx rufus,,Bobcat
Angelo Coast Range Reserve,Mammal,,M. californicus,,California myotis
Angelo Coast Range Reserve,Mammal,,M. californicus,,California meadow mouse
Angelo Coast Range Reserve,Mammal,,M. evotis,,Long-eared myotis
Angelo Coast Range Reserve,Mammal,,M. frenata,,Longtail weasel
Angelo Coast Range Reserve,Mammal,,M. oregoni,,Oregon meadow mouse
Angelo Coast Range Reserve,Mammal,,M. thysanodes,,Fringed myoti
Angelo Coast Range Reserve,Mammal,,M. vison,,Mink
Angelo Coast Range Reserve,Mammal,,M. volans,,Long-legged myotis
Angelo Coast Range Reserve,Mammal,,M. yumanensis,,Yuma myotis
Angelo Coast Range Reserve,Mammal,,Martes americana,,Marten
Angelo Coast Range Reserve,Mammal,,Mephitis mephitis,,Striped skunk
Angelo Coast Range Reserve,Mammal,,Microtus longicaudus,,Long-tailed meadow mouse
Angelo Coast Range Reserve,Mammal,,Mus musculus,,House mouse
Angelo Coast Range Reserve,Mammal,,Mustela erminea,,Ermine
Angelo Coast Range Reserve,Mammal,,Myotis lucifugus,,Little brown myotis
Angelo Coast Range Reserve,Mammal,,Neotoma fuscipes,,Dusky-footed wood rat
Angelo Coast Range Reserve,Mammal,,Neurotrichus gibbsi,,Shrew mole
Angelo Coast Range Reserve,Mammal,,Odocoileus hemionus columbianus,,Coast mule deer
Angelo Coast Range Reserve,Mammal,,Otospermophillus beecheyi,,Beechey ground squirrel
Angelo Coast Range Reserve,Mammal,,P. maniculatus,,Deer mouse
Angelo Coast Range Reserve,Mammal,,P. truei,,Pinyon mouse
Angelo Coast Range Reserve,Mammal,,Peromyscus boylii,,Brush mouse
Angelo Coast Range Reserve,Mammal,,Phenacomys longicaudus,,Tree phenacomys
Angelo Coast Range Reserve,Mammal,,Procyon lotor,,Raccoon
Angelo Coast Range Reserve,Mammal,,R. rattus,,Black rat
Angelo Coast Range Reserve,Mammal,,Rattus norvegicus,,Norway rat
Angelo Coast Range Reserve,Mammal,,Reithrodontomys raviventris,,Western harvest mouse
Angelo Coast Range Reserve,Mammal,,S. bendirii,,Pacific water shrew
Angelo Coast Range Reserve,Mammal,,S. latimanus,,California mole
Angelo Coast Range Reserve,Mammal,,S. orarius,,Pacific mole
Angelo Coast Range Reserve,Mammal,,S. pacificus,,Pacific shrew
Angelo Coast Range Reserve,Mammal,,S. vagrans,,Vagrant shrew
Angelo Coast Range Reserve,Mammal,,Scapanus townsendii,,Townsend mole
Angelo Coast Range Reserve,Mammal,,Sciurus griseus,,Western gray squirrel
Angelo Coast Range Reserve,Mammal,,Sorex trowbridgii,,Trowbridge shrew
Angelo Coast Range Reserve,Mammal,,Spilogale putorius,,Spotted skunk
Angelo Coast Range Reserve,Mammal,,Sus scrofa,,"Feral pig, wild boar, wild pig"
Angelo Coast Range Reserve,Mammal,,Sylvilagus bachmani,,Brush rabbit
Angelo Coast Range Reserve,Mammal,,Tadarida brasiliensis,,Mexican free-tailed bat
Angelo Coast Range Reserve,Mammal,,Tamiasciurus douglasii,,Douglas squirrel
Angelo Coast Range Reserve,Mammal,,Taxidea taxus,,Badger
Angelo Coast Range Reserve,Mammal,,Thomomys bottae,,Botta pocket gopher
Angelo Coast Range Reserve,Mammal,,Urocyon cinereoargenteus,,Gray fox
Angelo Coast Range Reserve,Mammal,,Ursus americana,,Black bear
Angelo Coast Range Reserve,Mammal,,Zapus trinotatus,,Jumping mouse
Angelo Coast Range Reserve,Reptile,Boidae,Charina bottae,,Rubber boa
Angelo Coast Range Reserve,Reptile,Emydidae,Clemmys marmorata,,Western pond turtle
Angelo Coast Range Reserve,Reptile,Emydidae, Actinemys marmorata,,Western pond turtle
Angelo Coast Range Reserve,Reptile,Emydidae, Emys marmorata,,Western pond turtle
Angelo Coast Range Reserve,Reptile,Emydidae, Actinemys nigra,,Western pond turtle
Angelo Coast Range Reserve,Reptile,Emydidae, Clemmys wosnessenskyi,,Western pond turtle
Angelo Coast Range Reserve,Reptile,Emydidae, Emys nigra,,Western pond turtle
Angelo Coast Range Reserve,Reptile,Emydidae, Geoclemmys nigra,,Western pond turtle
Angelo Coast Range Reserve,Reptile,Colubridae,Coluber constrictor,,Racer
Angelo Coast Range Reserve,Reptile,Colubridae, Bascanion constrictor,,Racer
Angelo Coast Range Reserve,Reptile,Colubridae, Coryphodon constrictor,,Racer
Angelo Coast Range Reserve,Reptile,Colubridae, Zamenis constrictor,,Racer
Angelo Coast Range Reserve,Reptile,Viperidae,Crotalus viridis,,"Western rattlesnake, prairie rattlesnake, plains rattlesnake"
Angelo Coast Range Reserve,Reptile,Viperidae, Crotalus confluentus,,"Western rattlesnake, prairie rattlesnake, plains rattlesnake"
Angelo Coast Range Reserve,Reptile,Viperidae, Crotalurus viridis,,"Western rattlesnake, prairie rattlesnake, plains rattlesnake"
Angelo Coast Range Reserve,Reptile,Viperidae, Crotalus Lecontei,,"Western rattlesnake, prairie rattlesnake, plains rattlesnake"
Angelo Coast Range Reserve,Reptile,Viperidae, Caudisona confluenta,,"Western rattlesnake, prairie rattlesnake, plains rattlesnake"
Angelo Coast Range Reserve,Reptile,Viperidae, Crotalus confluentus confluentus,,"Western rattlesnake, prairie rattlesnake, plains rattlesnake"
Angelo Coast Range Reserve,Reptile,Viperidae, Crotalus confluentus lecontei,,"Western rattlesnake, prairie rattlesnake, plains rattlesnake"
Angelo Coast Range Reserve,Reptile,Viperidae, Crotalus viridis viridis,,"Western rattlesnake, prairie rattlesnake, plains rattlesnake"
Angelo Coast Range Reserve,Reptile,Colubridae,Diadophis punctatus,,Ringneck snake
Angelo Coast Range Reserve,Reptile,Colubridae, Coluber punctatus,,Ringneck snake
Angelo Coast Range Reserve,Reptile,Colubridae, Calamaria punctata,,Ringneck snake
Angelo Coast Range Reserve,Reptile,Colubridae, Ablabes punctatus,,Ringneck snake
Angelo Coast Range Reserve,Reptile,Colubridae, Coronella punctata,,Ringneck snake
Angelo Coast Range Reserve,Reptile,Scincidae,Eumeces skiltonianus,,Western skink
Angelo Coast Range Reserve,Reptile,Scincidae,Plestiodon skiltonianus,,Western skink
Angelo Coast Range Reserve,Reptile,Anguidae,G. multicarinatus,,Southern alligator lizard
Angelo Coast Range Reserve,Reptile,Anguidae,Elgaria multicarinata,,Southern alligator lizard
Angelo Coast Range Reserve,Reptile,Anguidae,Gerrhonotus coeruleus,,Northern alligator lizard
Angelo Coast Range Reserve,Reptile,Anguidae,Elgaria coerulea,,Northern alligator lizard
Angelo Coast Range Reserve,Reptile,Colubridae,Lampropeltis getulus,,Common kingsnake
Angelo Coast Range Reserve,Reptile,Colubridae,Pituophis melanoleucus,,"Gopher snake, Pacific gopher snake"
Angelo Coast Range Reserve,Reptile,Colubridae, Pituophis catenifer catenifer,,"Gopher snake, Pacific gopher snake"
Angelo Coast Range Reserve,Reptile,Colubridae, Coluber catenifer,,"Gopher snake, Pacific gopher snake"
Angelo Coast Range Reserve,Reptile,Colubridae, Pituophis catenifer,,"Gopher snake, Pacific gopher snake"
Angelo Coast Range Reserve,Reptile,Phrynosomatidae,Sceloporus graciosus,,Sagebrush lizard
Angelo Coast Range Reserve,Reptile,Phrynosomatidae,Sceloporus occidentalis,,Western fence lizard
Angelo Coast Range Reserve,Reptile,Colubridae,Thamnophis couchi,,Western aquatic garter snake
Angelo Coast Range Reserve,Reptile,Colubridae,Thamnophis elegans,,Western terrestrial garter snake
Angelo Coast Range Reserve,Reptile,Colubridae, Thamnophis ordinoides elegans,,Western terrestrial garter snake
Angelo Coast Range Reserve,Reptile,Colubridae, Eutaenia elegans,,Western terrestrial garter snake
Angelo Coast Range Reserve,Reptile,Colubridae,Thamnophis sirtalis,,Common garter snake
Angelo Coast Range Reserve,Reptile,Colubridae, Coluber sirtalis,,Common garter snake
Angelo Coast Range Reserve,Reptile,Colubridae, Tropidonotus ordinatus,,Common garter snake
Angelo Coast Range Reserve,Reptile,Colubridae, Eutainia sirtalis,,Common garter snake
Angelo Coast Range Reserve,Reptile,Colubridae, Tropidonotus sirtalis,,Common garter snake
Blue Oak Ranch Reserve,Amphibian,Ambystomidae,Ambystoma californiense,,California tiger salamander
Blue Oak Ranch Reserve,Amphibian,Plethodontidae,Aneides lugubris,,Arboreal salamander
Blue Oak Ranch Reserve,Amphibian,Plethodontidae,Batrachoceps attenuatus,,California slender salamander
Blue Oak Ranch Reserve,Amphibian,Bufonidae,Bufo borealis halophilus,,Western toad
Blue Oak Ranch Reserve,Amphibian,Emydidae,Clemmys marmorata,,Western pond turtle
Blue Oak Ranch Reserve,Amphibian,Plethodontidae,Ensatina eschscholtzi xanthoptica,,Yellow-eyed ensatina
Blue Oak Ranch Reserve,Amphibian,Hylidae,Pseudacris regilla,,Pacific tree frog
Blue Oak Ranch Reserve,Amphibian,Ranidae,Rana boylii,,Foothill yellow-legged frog
Blue Oak Ranch Reserve,Amphibian,Ranidae,Rana catesbeiana,,American bullfrog
Blue Oak Ranch Reserve,Amphibian,Ranidae,Rana draytonii,,California red-legged frog
Blue Oak Ranch Reserve,Amphibian,Salamandridae,Taricha t. torosa,,California newt
Blue Oak Ranch Reserve,Bird,Acciptridae,Accipiter cooperii,,Cooper's hawk
Blue Oak Ranch Reserve,Bird,Acciptridae,Accipiter striatus,,Sharp-shinned hawk
Blue Oak Ranch Reserve,Bird,Iceteridae,Aegelaius phoeniceus,,Red-winged blackbird
Blue Oak Ranch Reserve,Bird,Strigidae,Aegolius acadicus,,Northern saw-whet owl
Blue Oak Ranch Reserve,Bird,Apodidae,Aeronautes saxatalis,,White-throated swift
Blue Oak Ranch Reserve,Bird,Emberizidae,Aimophila ruficeps,,Rufus-crowned sparrow
Blue Oak Ranch Reserve,Bird,Anatidae,Aix sponsa,,Wood duck
Blue Oak Ranch Reserve,Bird,Emberizidae,Ammodramus savannarum,,Grasshopper sparrow
Blue Oak Ranch Reserve,Bird,Anatidae,Anas americana,,American widgeon
Blue Oak Ranch Reserve,Bird,Anatidae,Anas clypeata,,Northern shoveler
Blue Oak Ranch Reserve,Bird,Anatidae,Anas crecca,,Green-winged teal
Blue Oak Ranch Reserve,Bird,Anatidae,Anas platyrhinchos,,Mallard
Blue Oak Ranch Reserve,Bird,Anatidae,Anas strepera,,Gadwall
Blue Oak Ranch Reserve,Bird,Motacillidae,Anthus rubenscens,,American pipit
Blue Oak Ranch Reserve,Bird,Corvidae,Aphelacoma californica ,,Western scrub jay
Blue Oak Ranch Reserve,Bird,Acciptridae,Aquila chrysaetos,,Golden eagle
Blue Oak Ranch Reserve,Bird,Trochilidae,Archilochus alexandri,,Black-chinned hummingbird
Blue Oak Ranch Reserve,Bird,Ardeidae,Ardea alba,,Great egret
Blue Oak Ranch Reserve,Bird,Ardeidae,Ardea herodius ,,Great blue heron
Blue Oak Ranch Reserve,Bird,Strigidae,Asio otus,,Long-eared owl
Blue Oak Ranch Reserve,Bird,Strigidae,Athene cunicularia,,Burrowing owl
Blue Oak Ranch Reserve,Bird,Anatidae,Aythya collaris,,Ring-necked duck
Blue Oak Ranch Reserve,Bird,Paridae,Baeolophus inornatus,,Oak titmouse
Blue Oak Ranch Reserve,Bird,Bombycillidae ,Bombycilla cedrorum,,Cedar waxwing
Blue Oak Ranch Reserve,Bird,Anatidae,Branta canadensis,,Canada goose
Blue Oak Ranch Reserve,Bird,Strigidae,Bubo virginianus,,Great-horned owl
Blue Oak Ranch Reserve,Bird,Anatidae,Bucephala albeola,,Bufflehead
Blue Oak Ranch Reserve,Bird,Acciptridae,Buteo jamaicensis,,Red-tailed hawk
Blue Oak Ranch Reserve,Bird,Acciptridae,Buteo lineatus,,Red-shouldered hawk
Blue Oak Ranch Reserve,Bird,Ardeidae,Butorides striata,,Straited heron
Blue Oak Ranch Reserve,Bird,Odontophoridae ,Callipepla californica ,,California quail
Blue Oak Ranch Reserve,Bird,Trochilidae,Calypte anna,,Anna's hummingbird
Blue Oak Ranch Reserve,Bird,Fringillidae,Carduelis lawrencei,,Lawrence's goldfinch
Blue Oak Ranch Reserve,Bird,Fringillidae,Carduelis psaltria,,Lesser goldfinch
Blue Oak Ranch Reserve,Bird,Fringillidae,Carduelis tristis,,American goldfinch
Blue Oak Ranch Reserve,Bird,Fringillidae,Carpodacus mexicanus,,House finch
Blue Oak Ranch Reserve,Bird,Fringillidae,Carpodacus purpureus,,Purple finch
Blue Oak Ranch Reserve,Bird,Cathartidae,Cathartes aura,,Turkey vulture
Blue Oak Ranch Reserve,Bird,Turdidae,Catharus guttatus,,Hermit thrush 
Blue Oak Ranch Reserve,Bird,Turdidae,Catharus ustulatus,,Swainson's thrush
Blue Oak Ranch Reserve,Bird,Troglodytidae,Catherpes mexicanus,,Canyon wren
Blue Oak Ranch Reserve,Bird,Certhiidae,Certhia americana,,Brown creeper
Blue Oak Ranch Reserve,Bird,Charadriidae,Charadrius vociferous,,Killdeer
Blue Oak Ranch Reserve,Bird,Anatidae,Chen caerulescenus,,Snow goose
Blue Oak Ranch Reserve,Bird,Emberizidae,Chondestes grammacus,,Lark sparrow
Blue Oak Ranch Reserve,Bird,Cinclidae,Cinclus mexicanus,,American dipper
Blue Oak Ranch Reserve,Bird,Acciptridae,Circus cyanus,,Northern harrier
Blue Oak Ranch Reserve,Bird,Picidae,Colaptes auratus,,Northern flicker
Blue Oak Ranch Reserve,Bird,Tyrannidae,Contopus sordidulus,,Wetern wood-pewee
Blue Oak Ranch Reserve,Bird,Corvidae,Corvus brachyrhinchos,,American crow
Blue Oak Ranch Reserve,Bird,Corvidae,Corvus corax ,,Common raven 
Blue Oak Ranch Reserve,Bird,Corvidae,Cyanocitta stelleri,,Steller's jay
Blue Oak Ranch Reserve,Bird,Anatidae,Cygnus columbianus,,Tundra swan
Blue Oak Ranch Reserve,Bird,Parulidae,Dendroica coronata,,Yellow-rumped warbler
Blue Oak Ranch Reserve,Bird,Parulidae,Dendroica nigrescens,,Black-throated gray warbler
Blue Oak Ranch Reserve,Bird,Parulidae,Dendroica petechia,,Yellow warbler
Blue Oak Ranch Reserve,Bird,Acciptridae,Elanus leucurus,,White-tailed kite
Blue Oak Ranch Reserve,Bird,Tyrannidae,Empidonax difficilis,,Pacific slope flycatcher
Blue Oak Ranch Reserve,Bird,Tyrannidae,Empidonax traillii,,Willow flycatcher
Blue Oak Ranch Reserve,Bird,Alaudidae,Eremophilia alpestris ,,Horned lark
Blue Oak Ranch Reserve,Bird,Iceteridae,Euphagus cyanocephalus,,Brewer's blackbird
Blue Oak Ranch Reserve,Bird,Falconidae,Falco columbarius,,Merlin
Blue Oak Ranch Reserve,Bird,Falconidae,Falco mexicanus,,Prairie falcon
Blue Oak Ranch Reserve,Bird,Falconidae,Falco peregrinus,,Peregrine falcon
Blue Oak Ranch Reserve,Bird,Falconidae,Falco sparverius,,American kestrel
Blue Oak Ranch Reserve,Bird,Rallidae,Fulica americana,,American coot
Blue Oak Ranch Reserve,Bird,Scolopacidae,Gallinago gallinago,,Common snipe
Blue Oak Ranch Reserve,Bird,Rallidae,Gallinula chloropus,,Common moorhen
Blue Oak Ranch Reserve,Bird,Strigidae,Glaucidium gnoma,,Northern pygmy owl
Blue Oak Ranch Reserve,Bird,Cathartidae,Gymnogyps californianus,,California condor
Blue Oak Ranch Reserve,Bird,Acciptridae,Haliaeetus leucocephalus,,Bald eagle
Blue Oak Ranch Reserve,Bird,Hirundinidae,Hirundo rustica,,Barn swallow
Blue Oak Ranch Reserve,Bird,Iceteridae,Iceterus bullockii,,Bullock's oriole
Blue Oak Ranch Reserve,Bird,Iceteridae,Iceterus cucllatus,,Hooded oriole
Blue Oak Ranch Reserve,Bird,Emberizidae,Junco hyemalis,,Dark-eyed junco 
Blue Oak Ranch Reserve,Bird,Scolopacidae,Limnodromus scolopaceus,,Long-billed dowitcher
Blue Oak Ranch Reserve,Bird,Anatidae,Lophodytes cucullatus,,Hooded merganser
Blue Oak Ranch Reserve,Bird,Turdidae,Lxoreus naevius ,,Varied thrush
Blue Oak Ranch Reserve,Bird,Alcedinidae,Megaceryle alcyon,,Belted kingfisher
Blue Oak Ranch Reserve,Bird,Strigidae,Megascops cooperi,,Pacific screetch owl
Blue Oak Ranch Reserve,Bird,Picidae,Melanerpes formiscivorus,,Acorn woodpecker
Blue Oak Ranch Reserve,Bird,Picidae,Melanerpes lewis,,Lewis's woodpecker
Blue Oak Ranch Reserve,Bird,Phasianidae,Meleagris gallopavo,,Wild turkey
Blue Oak Ranch Reserve,Bird,Emberizidae,Melo,,Lincoln's sparrow 
Blue Oak Ranch Reserve,Bird,Emberizidae,Melospiza melodia,,Song sparrow
Blue Oak Ranch Reserve,Bird,Iceteridae,Molothrus ater,,Brown-headed cowbird
Blue Oak Ranch Reserve,Bird,Tyrannidae,Myiarchus cineraescens,,Ash-throated flycatcher
Blue Oak Ranch Reserve,Bird,Acciptridae ,Pandion haliaetus,,Osprey
Blue Oak Ranch Reserve,Bird,Emberizidae,Passarella liliaca,,Fox sparrow
Blue Oak Ranch Reserve,Bird,Emberizidae,Passerculus sandwichensis,,Savannah sparrow
Blue Oak Ranch Reserve,Bird,Cardinalidae,Passerina amoena ,,Luzuli bunting
Blue Oak Ranch Reserve,Bird,Columbidae,Patagieonus fasciata,,Band-tailed pigeon
Blue Oak Ranch Reserve,Bird,Pelecanidae,Pelecanus erythrorhinchos,,American white pelican
